action,x,y,timestamp,extra1,extra2
move,1368,582,1725102769.1636293,,
move,1368,595,1725102769.1695127,,
move,1368,608,1725102769.1773512,,
move,1367,622,1725102769.1841762,,
move,1364,638,1725102769.1901844,,
move,1356,661,1725102769.1978343,,
move,1345,692,1725102769.2031004,,
move,1334,718,1725102769.211995,,
move,1320,747,1725102769.2182019,,
move,1306,779,1725102769.2241967,,
move,1295,807,1725102769.2306418,,
move,1287,829,1725102769.2389948,,
move,1282,842,1725102769.2456002,,
move,1278,854,1725102769.252961,,
move,1276,866,1725102769.2598717,,
move,1274,878,1725102769.2669144,,
move,1272,890,1725102769.2728803,,
move,1272,898,1725102769.2791579,,
move,1272,907,1725102769.286737,,
move,1272,918,1725102769.2935486,,
move,1272,928,1725102769.3000996,,
move,1273,939,1725102769.307725,,
move,1276,948,1725102769.3147137,,
move,1278,955,1725102769.3215861,,
move,1281,960,1725102769.328091,,
move,1311,908,1725102769.66187,,
move,1346,854,1725102769.6683304,,
move,1382,803,1725102769.6776924,,
move,1427,751,1725102769.68486,,
move,1468,706,1725102769.691979,,
move,1506,660,1725102769.697912,,
move,1545,621,1725102769.7041597,,
move,1584,587,1725102769.7119904,,
move,1611,558,1725102769.717746,,
move,1626,539,1725102769.7242565,,
move,1634,525,1725102769.7307622,,
move,1638,518,1725102769.7376719,,
move,1639,514,1725102769.7450244,,
move,1640,512,1725102769.7531362,,
move,1640,511,1725102769.7590303,,
move,1640,510,1725102769.7671351,,
move,1640,509,1725102769.772044,,
move,1640,509,1725102769.7787106,,
move,1640,509,1725102769.787563,,
move,1640,508,1725102769.7920947,,
move,1639,508,1725102769.8004572,,
move,1639,508,1725102769.8080082,,
move,1639,508,1725102769.8203275,,
move,1638,510,1725102769.8279142,,
move,1637,512,1725102769.8347282,,
move,1634,516,1725102769.8416297,,
move,1626,525,1725102769.8482018,,
move,1606,543,1725102769.85536,,
move,1571,574,1725102769.8583214,,
move,1535,608,1725102769.8679254,,
move,1503,635,1725102769.877238,,
move,1471,661,1725102769.88277,,
move,1446,684,1725102769.890258,,
move,1420,708,1725102769.8971498,,
move,1396,737,1725102769.9044037,,
move,1366,766,1725102769.910952,,
move,1337,795,1725102769.917989,,
move,1316,820,1725102769.9190233,,
move,1296,848,1725102769.9320705,,
move,1284,871,1725102769.9382215,,
move,1275,887,1725102769.9453578,,
move,1269,899,1725102769.9524763,,
move,1264,908,1725102769.9596138,,
move,1262,916,1725102769.9664543,,
move,1260,926,1725102769.9688332,,
move,1260,933,1725102769.979868,,
move,1261,941,1725102769.9867463,,
move,1262,950,1725102769.9884176,,
move,1266,960,1725102770.0007708,,
move,1272,969,1725102770.0076594,,
move,1285,981,1725102770.0106847,,
move,1313,997,1725102770.0216231,,
move,1353,1019,1725102770.0279744,,
move,1397,1030,1725102770.0296416,,
move,1449,1034,1725102770.0387151,,
move,1490,1036,1725102770.047974,,
move,1536,1033,1725102770.0492196,,
move,1578,1027,1725102770.0597568,,
move,1612,1019,1725102770.0678074,,
move,1645,1011,1725102770.0748208,,
move,1676,1001,1725102770.0823653,,
move,1701,992,1725102770.0879204,,
move,1718,986,1725102770.0967777,,
move,1731,981,1725102770.1012924,,
move,1741,977,1725102770.1078212,,
move,1748,973,1725102770.1169443,,
move,1756,970,1725102770.1239974,,
move,1759,968,1725102770.1275918,,
move,1760,967,1725102770.136772,,
move,1762,966,1725102770.143744,,
move,1763,965,1725102770.1497116,,
move,1763,965,1725102770.167591,,
move,1762,964,1725102770.1783283,,
move,1759,963,1725102770.1841018,,
move,1746,959,1725102770.192496,,
move,1708,956,1725102770.198925,,
move,1660,954,1725102770.2023568,,
move,1618,955,1725102770.208892,,
move,1575,963,1725102770.2184374,,
move,1544,973,1725102770.2270072,,
move,1520,980,1725102770.2313488,,
move,1504,989,1725102770.239711,,
move,1488,997,1725102770.2476616,,
move,1472,1006,1725102770.253925,,
move,1459,1015,1725102770.2577705,,
move,1448,1023,1725102770.2669737,,
move,1438,1032,1725102770.2735677,,
move,1428,1042,1725102770.2781258,,
move,1419,1050,1725102770.2886295,,
move,1408,1059,1725102770.2935095,,
move,1397,1067,1725102770.3017466,,
move,1383,1077,1725102770.3084755,,
move,1372,1085,1725102770.3084755,,
move,1360,1088,1725102770.3175657,,
move,1349,1088,1725102770.328743,,
move,1340,1086,1725102770.332788,,
move,1333,1086,1725102770.3378327,,
move,1327,1084,1725102770.3487902,,
move,1324,1082,1725102770.3568165,,
move,1322,1081,1725102770.3578424,,
move,1320,1081,1725102770.3688767,,
move,1316,1082,1725102770.3780222,,
move,1314,1081,1725102770.382071,,
move,1311,1079,1725102770.3876693,,
move,1309,1081,1725102770.398402,,
move,1308,1080,1725102770.4029799,,
move,1306,1079,1725102770.4111102,,
move,1305,1080,1725102770.4186192,,
move,1304,1079,1725102770.4186192,,
move,1303,1079,1725102770.4385617,,
move,1302,1079,1725102770.4455864,,
move,1302,1079,1725102770.447613,,
move,1301,1079,1725102770.4591525,,
move,1300,1079,1725102770.4666889,,
move,1300,1078,1725102770.4677074,,
move,1298,1075,1725102770.4787397,,
move,1295,1071,1725102770.4868197,,
move,1293,1068,1725102770.493213,,
move,1291,1063,1725102770.498869,,
move,1287,1058,1725102770.5079453,,
move,1285,1053,1725102770.517003,,
move,1283,1047,1725102770.518591,,
move,1281,1043,1725102770.5277214,,
move,1280,1040,1725102770.5277214,,
move,1278,1037,1725102770.5407295,,
move,1277,1034,1725102770.5477188,,
move,1276,1033,1725102770.5568948,,
move,1275,1031,1725102770.557906,,
move,1275,1029,1725102770.568538,,
move,1275,1029,1725102770.5771031,,
move,1275,1027,1725102770.5823429,,
move,1274,1027,1725102770.5890384,,
move,1274,1026,1725102770.597699,,
move,1273,1025,1725102770.6039953,,
move,1273,1024,1725102770.6175969,,
move,1273,1024,1725102770.6284215,,
move,1273,1024,1725102770.6527662,,
move,1273,1024,1725102770.6578918,,
move,1273,1025,1725102770.6840017,,
move,1273,1026,1725102770.6881256,,
move,1274,1026,1725102770.6996856,,
move,1274,1027,1725102770.706693,,
move,1274,1028,1725102770.7117445,,
move,1274,1029,1725102770.7184188,,
move,1274,1033,1725102770.726943,,
move,1274,1037,1725102770.7319205,,
move,1274,1044,1725102770.7387176,,
move,1274,1051,1725102770.747833,,
move,1276,1060,1725102770.7518384,,
move,1276,1065,1725102770.7584589,,
move,1277,1069,1725102770.7680104,,
move,1277,1071,1725102770.7680104,,
move,1277,1074,1725102770.7819164,,
move,1277,1075,1725102770.7879772,,
move,1277,1075,1725102770.7962804,,
move,1277,1076,1725102770.7985876,,
move,1277,1077,1725102770.8079307,,
move,1277,1078,1725102770.8079307,,
move,1277,1077,1725102770.8279858,,
move,1278,1072,1725102770.8376012,,
move,1280,1057,1725102770.8386474,,
move,1292,1005,1725102770.847694,,
move,1312,937,1725102770.8575795,,
move,1334,879,1725102770.8609605,,
move,1361,820,1725102770.8678234,,
move,1385,764,1725102770.8778315,,
move,1407,709,1725102770.8843136,,
move,1429,648,1725102770.8923948,,
move,1451,592,1725102770.8987014,,
move,1473,534,1725102770.8987014,,
move,1497,479,1725102770.9083147,,
move,1524,423,1725102770.9193323,,
move,1542,371,1725102770.9232643,,
move,1560,326,1725102770.9313643,,
move,1577,275,1725102770.9389548,,
move,1596,220,1725102770.946877,,
move,1615,165,1725102770.9540906,,
move,1636,110,1725102770.9597921,,
move,1658,58,1725102770.9678833,,
move,1673,13,1725102770.971861,,
move,1681,-20,1725102770.9806366,,
move,1687,-30,1725102770.9878876,,
move,1690,-19,1725102770.9946232,,
move,1722,-4,1725102771.3475673,,
move,1745,-5,1725102771.358057,,
move,1758,-1,1725102771.361713,,
move,1767,-1,1725102771.367819,,
move,1771,-1,1725102771.3784645,,
move,1774,0,1725102771.3846493,,
move,1775,0,1725102771.3931031,,
move,1777,0,1725102771.3983285,,
move,1777,0,1725102771.4126925,,
move,1778,0,1725102771.426971,,
move,1778,0,1725102771.4727302,,
move,1778,0,1725102771.4885774,,
move,1778,1,1725102771.4990485,,
move,1778,1,1725102771.5076113,,
move,1778,2,1725102771.519823,,
move,1778,2,1725102771.5370083,,
move,1778,3,1725102771.5494537,,
move,1778,4,1725102771.5686073,,
move,1777,5,1725102771.577681,,
move,1776,6,1725102771.588811,,
move,1776,7,1725102771.5979652,,
move,1775,8,1725102771.6036484,,
move,1775,9,1725102771.6079867,,
move,1775,11,1725102771.6175501,,
move,1775,12,1725102771.619673,,
move,1775,13,1725102771.6284363,,
move,1775,15,1725102771.6380064,,
move,1775,15,1725102771.6476104,,
move,1775,17,1725102771.6513789,,
move,1775,17,1725102771.657859,,
move,1774,18,1725102771.667659,,
move,1774,19,1725102771.667659,,
move,1774,20,1725102771.6877007,,
move,1774,20,1725102771.6984644,,
move,1773,20,1725102771.8096437,,
move,1773,21,1725102771.818219,,
move,1772,21,1725102771.8379786,,
move,1772,22,1725102771.841525,,
move,1772,22,1725102771.8484423,,
move,1771,24,1725102771.8587904,,
move,1768,28,1725102771.8653727,,
move,1758,39,1725102771.8729806,,
move,1730,71,1725102771.8776264,,
move,1678,136,1725102771.886937,,
move,1630,192,1725102771.8892596,,
move,1587,238,1725102771.8984532,,
move,1552,280,1725102771.9078047,,
move,1521,324,1725102771.9137669,,
move,1491,368,1725102771.9176064,,
move,1455,416,1725102771.9277923,,
move,1424,466,1725102771.9304197,,
move,1396,516,1725102771.937968,,
move,1372,565,1725102771.9479463,,
move,1356,613,1725102771.9500415,,
move,1343,654,1725102771.9577098,,
move,1335,694,1725102771.9682484,,
move,1329,734,1725102771.9738119,,
move,1325,766,1725102771.9832997,,
move,1325,793,1725102771.9878457,,
move,1325,820,1725102771.9921193,,
move,1327,843,1725102771.9983199,,
move,1333,879,1725102772.0079684,,
move,1337,921,1725102772.0170927,,
move,1348,958,1725102772.0233047,,
move,1356,972,1725102772.0300605,,
move,1341,1001,1725102772.359532,,
move,1323,1031,1725102772.3671277,,
move,1313,1053,1725102772.3676572,,
move,1306,1068,1725102772.3802376,,
move,1298,1088,1725102772.3878107,,
move,1288,1099,1725102772.3878107,,
move,1283,1092,1725102772.4009523,,
move,1276,1092,1725102772.40816,,
move,1271,1089,1725102772.41477,,
move,1267,1087,1725102772.4189374,,
move,1265,1083,1725102772.4280195,,
move,1263,1082,1725102772.4300628,,
move,1262,1081,1725102772.4381738,,
move,1261,1080,1725102772.4477644,,
move,1261,1081,1725102772.4477644,,
move,1261,1079,1725102772.4620566,,
move,1260,1079,1725102772.4676688,,
move,1260,1079,1725102772.517929,,
move,1260,1079,1725102772.5242007,,
move,1260,1078,1725102772.5282202,,
move,1260,1078,1725102772.5377748,,
move,1260,1078,1725102772.5403059,,
move,1260,1077,1725102772.548502,,
move,1260,1076,1725102772.5575829,,
move,1260,1075,1725102772.5575829,,
move,1260,1075,1725102772.572309,,
move,1260,1074,1725102772.5777311,,
move,1260,1073,1725102772.5877364,,
move,1261,1072,1725102772.588706,,
move,1263,1068,1725102772.5977814,,
move,1267,1060,1725102772.6069386,,
move,1275,1044,1725102772.6087668,,
move,1285,1025,1725102772.6200805,,
move,1294,1009,1725102772.6268623,,
move,1303,993,1725102772.631888,,
move,1309,982,1725102772.639144,,
move,1318,971,1725102772.6475933,,
move,1324,962,1725102772.6510994,,
move,1332,953,1725102772.6584177,,
move,1340,945,1725102772.6677513,,
move,1345,937,1725102772.6730437,,
move,1353,931,1725102772.680764,,
move,1357,925,1725102772.6888053,,
move,1361,921,1725102772.692404,,
move,1363,918,1725102772.702562,,
move,1365,917,1725102772.7079377,,
move,1366,915,1725102772.7172148,,
move,1367,914,1725102772.7200608,,
move,1368,913,1725102772.7289453,,
move,1368,912,1725102772.7368736,,
move,1368,911,1725102772.7439058,,
move,1368,911,1725102772.7506137,,
move,1369,910,1725102772.7617319,,
move,1369,910,1725102772.802139,,
move,1369,910,1725102772.8257768,,
move,1369,911,1725102772.8282468,,
move,1369,912,1725102772.8377874,,
move,1368,913,1725102772.8470092,,
move,1366,914,1725102772.8526454,,
move,1362,916,1725102772.8592584,,
move,1358,921,1725102772.8676348,,
move,1353,924,1725102772.873278,,
move,1351,926,1725102772.8778043,,
move,1348,928,1725102772.8879123,,
move,1346,929,1725102772.8944867,,
move,1345,930,1725102772.9004421,,
move,1344,931,1725102772.9080117,,
move,1343,932,1725102772.9155867,,
move,1342,932,1725102772.922966,,
move,1342,932,1725102772.9287899,,
move,1341,932,1725102772.9351478,,
move,1340,933,1725102772.9427366,,
move,1340,933,1725102772.9501772,,
move,1339,933,1725102772.9630966,,
move,1338,933,1725102772.9705458,,
move,1337,933,1725102772.9828806,,
move,1337,933,1725102772.9980183,,
move,1336,933,1725102773.1072228,,
move,1336,933,1725102773.1205595,,
move,1336,933,1725102773.1285834,,
move,1335,933,1725102773.1376996,,
move,1335,932,1725102773.1531265,,
move,1333,931,1725102773.1613305,,
move,1330,929,1725102773.1684682,,
move,1324,927,1725102773.1717937,,
move,1313,923,1725102773.1832068,,
move,1303,921,1725102773.1883051,,
move,1292,918,1725102773.1929133,,
move,1284,916,1725102773.1987667,,
move,1278,914,1725102773.2083285,,
move,1273,914,1725102773.2170212,,
move,1270,914,1725102773.2230349,,
move,1266,913,1725102773.2299554,,
move,1263,913,1725102773.237528,,
move,1260,912,1725102773.2404873,,
move,1253,911,1725102773.2486851,,
move,1243,909,1725102773.257892,,
move,1224,906,1725102773.2623916,,
move,1206,905,1725102773.2710123,,
move,1191,904,1725102773.278614,,
move,1179,901,1725102773.2831233,,
move,1171,901,1725102773.289783,,
move,1165,900,1725102773.2983787,,
move,1162,899,1725102773.3032079,,
move,1159,898,1725102773.3113952,,
move,1156,898,1725102773.3182323,,
move,1155,898,1725102773.326783,,
move,1155,898,1725102773.331306,,
move,1154,898,1725102773.3380609,,
move,1153,898,1725102773.3473525,,
move,1153,898,1725102773.3532586,,
move,1152,898,1725102773.3675792,,
move,1152,898,1725102773.3791482,,
move,1151,898,1725102773.387672,,
move,1151,898,1725102773.3948975,,
move,1151,899,1725102773.4079049,,
move,1151,900,1725102773.427856,,
move,1151,901,1725102773.4569468,,
move,1151,902,1725102774.4576066,,
move,1151,904,1725102774.4614344,,
move,1152,905,1725102774.4686823,,
move,1153,907,1725102774.4776251,,
move,1154,909,1725102774.4850733,,
move,1154,910,1725102774.492442,,
move,174,225,1725102774.4978323,,
move,174,226,1725102774.505839,,
move,175,227,1725102774.5108566,,
move,175,227,1725102774.5178952,,
move,175,228,1725102774.5254505,,
move,176,228,1725102774.5311692,,
move,176,229,1725102774.5402787,,
move,176,229,1725102774.6076074,,
move,175,229,1725102774.6279666,,
move,175,229,1725102774.647582,,
move,174,229,1725102774.6768665,,
move,174,229,1725102774.6841028,,
move,174,228,1725102774.707855,,
move,174,228,1725102774.8178127,,
move,174,229,1725102774.855259,,
move,174,229,1725102775.067963,,
move,174,228,1725102775.088518,,
move,174,228,1725102775.3497038,,
move,174,227,1725102775.4085095,,
move,174,227,1725102775.728859,,
move,174,227,1725102776.0330908,,
move,484,171,1725102776.657853,,
move,484,172,1725102776.7310565,,
move,484,173,1725102777.0684972,,
move,484,173,1725102777.1183112,,
move,483,173,1725102777.2184005,,
move,482,173,1725102777.2382367,,
move,482,173,1725102777.2779677,,
move,482,173,1725102777.6177547,,
move,482,172,1725102777.6379902,,
move,483,172,1725102777.7807882,,
move,483,173,1725102777.7976255,,
move,483,173,1725102777.821256,,
move,483,174,1725102777.8477325,,
move,484,175,1725102777.8718967,,
move,484,175,1725102777.8853061,,
move,484,175,1725102777.8936625,,
move,484,176,1725102777.8985522,,
move,485,177,1725102777.9077456,,
move,486,178,1725102777.917799,,
move,487,181,1725102777.9268208,,
move,489,185,1725102777.9336472,,
move,493,191,1725102777.9405003,,
move,499,200,1725102777.9486527,,
move,505,211,1725102777.9514997,,
move,515,223,1725102777.9578183,,
move,523,234,1725102777.9685163,,
move,531,245,1725102777.9744344,,
move,538,257,1725102777.9825637,,
move,543,266,1725102777.9890244,,
move,550,277,1725102777.9968417,,
move,554,288,1725102778.0011358,,
move,561,300,1725102778.008112,,
move,568,312,1725102778.0170631,,
move,575,325,1725102778.0232584,,
move,581,335,1725102778.0300722,,
move,589,345,1725102778.0380595,,
move,599,356,1725102778.0416646,,
move,608,367,1725102778.049039,,
move,618,377,1725102778.0576406,,
move,626,388,1725102778.0621364,,
move,634,396,1725102778.0716763,,
move,641,402,1725102778.0784512,,
move,649,407,1725102778.0830288,,
move,658,413,1725102778.0896738,,
move,667,418,1725102778.098317,,
move,669,451,1725102778.4311314,,
move,673,483,1725102778.4391272,,
move,676,512,1725102778.4477484,,
move,678,540,1725102778.4553,,
move,681,559,1725102778.4585211,,
move,684,578,1725102778.46804,,
move,687,595,1725102778.4718242,,
move,689,612,1725102778.4790282,,
move,693,633,1725102778.48771,,
move,695,648,1725102778.4968605,,
move,698,660,1725102778.5018654,,
move,701,672,1725102778.5103633,,
move,705,683,1725102778.5176675,,
move,707,691,1725102778.5221114,,
move,709,699,1725102778.527711,,
move,712,704,1725102778.537932,,
move,714,708,1725102778.5433738,,
move,716,713,1725102778.5475526,,
move,717,715,1725102778.5577362,,
move,718,718,1725102778.564071,,
move,719,720,1725102778.5705357,,
move,720,721,1725102778.5777006,,
move,720,721,1725102778.5838692,,
move,720,722,1725102778.5921574,,
move,721,723,1725102778.5991938,,
move,722,723,1725102778.61042,,
move,722,723,1725102778.6187394,,
move,722,723,1725102778.6307795,,
move,722,724,1725102778.6483514,,
move,722,725,1725102778.6596498,,
move,722,726,1725102778.6778216,,
move,722,726,1725102778.6914077,,
move,722,727,1725102778.7149398,,
move,722,728,1725102778.7192676,,
move,722,729,1725102778.7308867,,
move,723,732,1725102778.7367778,,
move,724,737,1725102778.743219,,
move,727,744,1725102778.7497704,,
move,730,754,1725102778.7576017,,
move,734,767,1725102778.764181,,
move,738,775,1725102778.7696211,,
move,741,783,1725102778.777742,,
move,742,790,1725102778.7785366,,
move,744,794,1725102778.7923536,,
move,745,799,1725102778.798592,,
move,747,805,1725102778.8046532,,
move,748,809,1725102778.8118587,,
move,751,814,1725102778.819071,,
move,753,820,1725102778.819071,,
move,754,824,1725102778.8321757,,
move,756,830,1725102778.8390665,,
move,757,832,1725102778.8468347,,
move,758,836,1725102778.852721,,
move,759,838,1725102778.8598692,,
move,760,840,1725102778.8670871,,
move,760,840,1725102778.8739147,,
move,760,842,1725102778.8808222,,
move,760,842,1725102778.8868403,,
move,760,843,1725102778.8943229,,
move,761,844,1725102778.9014502,,
move,761,845,1725102778.9157653,,
move,762,845,1725102778.9222226,,
move,762,845,1725102778.9287634,,
move,762,846,1725102778.9388893,,
move,762,846,1725102778.9486353,,
move,762,846,1725102779.0083785,,
click,162,222,1725102780.098599,Button.left,True
click,162,222,1725102780.193195,Button.left,False
move,190,223,1725102780.5778694,,
move,235,228,1725102780.5884686,,
move,264,231,1725102780.5940413,,
move,282,233,1725102780.6000946,,
move,297,236,1725102780.6090488,,
move,311,238,1725102780.615136,,
move,324,240,1725102780.6177106,,
move,336,242,1725102780.630006,,
move,348,246,1725102780.6363702,,
move,355,249,1725102780.643626,,
move,361,251,1725102780.6496942,,
move,364,253,1725102780.6570315,,
move,367,255,1725102780.663861,,
move,368,256,1725102780.667916,,
move,370,258,1725102780.6775582,,
move,371,259,1725102780.6850123,,
move,372,260,1725102780.691378,,
move,373,262,1725102780.6979668,,
move,373,263,1725102780.705287,,
move,373,264,1725102780.7076805,,
move,373,264,1725102780.7182796,,
move,373,266,1725102780.7255166,,
move,373,267,1725102780.732826,,
move,373,268,1725102780.7381537,,
move,371,270,1725102780.741613,,
move,369,273,1725102780.7491462,,
move,362,276,1725102780.758384,,
move,353,281,1725102780.7625659,,
move,341,288,1725102780.7683225,,
move,330,293,1725102780.7789023,,
move,323,296,1725102780.7868621,,
move,319,299,1725102780.79421,,
move,315,301,1725102780.7977993,,
move,312,302,1725102780.8076293,,
move,310,303,1725102780.8111267,,
move,309,304,1725102780.817732,,
move,308,304,1725102780.8281496,,
move,307,304,1725102780.8313444,,
move,306,304,1725102780.837791,,
move,306,304,1725102780.8585682,,
move,306,304,1725102780.8968253,,
move,306,304,1725102780.89963,,
move,309,303,1725102780.9082136,,
move,319,301,1725102780.9175565,,
move,346,294,1725102780.9221592,,
move,380,286,1725102780.928731,,
move,407,279,1725102780.9378977,,
move,427,274,1725102780.9411676,,
move,449,271,1725102780.9486132,,
move,466,270,1725102780.9584327,,
move,477,268,1725102780.9652731,,
move,489,268,1725102780.9712026,,
move,499,268,1725102780.9782586,,
move,509,269,1725102780.9845073,,
move,520,270,1725102780.992677,,
move,531,271,1725102780.9986386,,
move,540,274,1725102781.0067668,,
move,547,276,1725102781.012956,,
move,556,280,1725102781.0202858,,
move,562,282,1725102781.0269084,,
move,568,286,1725102781.0320113,,
move,572,289,1725102781.039103,,
move,576,292,1725102781.0475285,,
move,582,296,1725102781.0518644,,
move,587,299,1725102781.058837,,
move,592,302,1725102781.0677817,,
move,597,306,1725102781.0747733,,
move,604,311,1725102781.0796137,,
move,612,314,1725102781.0876286,,
move,621,318,1725102781.095444,,
move,628,321,1725102781.102694,,
move,635,324,1725102781.1095011,,
move,632,346,1725102781.4376853,,
move,627,369,1725102781.4503095,,
move,621,399,1725102781.458355,,
move,618,421,1725102781.4624102,,
move,615,438,1725102781.4722712,,
move,612,461,1725102781.4795496,,
move,608,490,1725102781.487021,,
move,607,518,1725102781.4889543,,
move,603,541,1725102781.4979372,,
move,602,562,1725102781.5077024,,
move,600,587,1725102781.511598,,
move,600,608,1725102781.519518,,
move,601,626,1725102781.5276678,,
move,602,641,1725102781.5312586,,
move,602,656,1725102781.5385907,,
move,603,670,1725102781.5486076,,
move,606,683,1725102781.551266,,
move,607,692,1725102781.5606043,,
move,608,699,1725102781.5684588,,
move,609,704,1725102781.574384,,
move,610,708,1725102781.579822,,
move,612,711,1725102781.5880103,,
move,612,713,1725102781.5946743,,
move,614,715,1725102781.602827,,
move,615,716,1725102781.608775,,
move,615,717,1725102781.6171482,,
move,616,717,1725102781.6239104,,
move,616,717,1725102781.628879,,
move,617,718,1725102781.6369705,,
move,618,718,1725102781.6444137,,
move,619,718,1725102781.6499195,,
move,621,718,1725102781.657785,,
move,621,718,1725102781.6626065,,
move,625,718,1725102781.6704314,,
move,628,717,1725102781.678522,,
move,633,716,1725102781.6855443,,
move,637,714,1725102781.6917381,,
move,641,712,1725102781.6995435,,
move,644,710,1725102781.7062302,,
move,646,709,1725102781.7126517,,
move,649,707,1725102781.718363,,
move,651,706,1725102781.7269003,,
move,653,704,1725102781.7328172,,
move,655,702,1725102781.740341,,
move,658,699,1725102781.7475789,,
move,658,695,1725102781.754614,,
move,661,690,1725102781.7602475,,
